Abiotrophia&nbsp;defectiva&nbsp;ATCC&nbsp;49176,223,214,367,161,35,35,98.386,https://www.vmh.life/#microbe/Corynebacterium_amycolatum_SK46,Yes (Opportunistic),vmh
Achromobacter&nbsp;xylosoxidans&nbsp;NBRC&nbsp;15126,287,283,1204,210,73,169,0.9825,https://www.vmh.life/#microbe/Achromobacter_xylosoxidans_NBRC_15126,Yes (Opportunistic),vmh
Acidaminococcus&nbsp;fermentans&nbsp;DSM&nbsp;20731,264,122,336,199,50,35,81.4985,https://www.vmh.life/#microbe/Acidaminococcus_fermentans_DSM_20731,Yes,vmh
Acinetobacter&nbsp;baumannii&nbsp;AB0057,232,144,491,170,48,60,133.601,https://vmh.life/#microbe/Acinetobacter_baumannii_AB0057,Yes,vmh
Acinetobacter&nbsp;junii&nbsp;SH205,96,207,351,170,75,87,86.0965,https://www.vmh.life/#microbe/Acinetobacter_junii_SH205,Yes (Opportunistic),vmh
Actinomyces&nbsp;graevenitzii&nbsp;C83,250,160,327,161,58,107,82.9802,https://www.vmh.life/#microbe/Actinomyces_graevenitzii_C83,Yes (Opportunistic),vmh
Actinomyces&nbsp;naeslundii&nbsp;str&nbsp;Howell&nbsp;279,272,152,334,150,80,42,120.793,https://www.vmh.life/#microbe/Actinomyces_naeslundii_str_Howell_279,Yes (Opportunistic),vmh
Actinomyces&nbsp;odontolyticus&nbsp;ATCC&nbsp;17982,92,140,390,165,60,156,63.4336,https://www.vmh.life/#microbe/Actinomyces_odontolyticus_ATCC_17982,Yes (Opportunistic),vmh
Actinomyces&nbsp;turicensis&nbsp;ACS&nbsp;279&nbsp;V&nbsp;Col4,217,137,331,151,50,38,61.7763,https://www.vmh.life/#microbe/Actinomyces_turicensis_ACS_279_V_Col4,Yes (Opportunistic),vmh
Actinomyces&nbsp;urogenitalis&nbsp;DSM&nbsp;15434,250,100,274,157,42,33,65.9611,https://www.vmh.life/#microbe/Actinomyces_urogenitalis_DSM_15434,Yes (Opportunistic),vmh
Actinomyces&nbsp;viscosus&nbsp;C505,256,178,307,157,75,75,111.736,https://www.vmh.life/#microbe/Actinomyces_viscosus_C505,Yes (Opportunistic),vmh
Arcanobacterium&nbsp;haemolyticum&nbsp;DSM&nbsp;20595,241,104,161,145,35,95,109.4561,https://www.vmh.life/#microbe/Arcanobacterium_haemolyticum_DSM_20595 ,Yes (Opportunistic),vmh
Atopobium&nbsp;minutum&nbsp;10063974,231,60,143,155,25,5,66.2621,https://www.vmh.life/#microbe/Atopobium_minutum_10063974,Yes (Opportunistic),vmh
Atopobium&nbsp;rimae&nbsp;ATCC&nbsp;49626,259,80,173,159,14,10,121.8313,https://www.vmh.life/#microbe/Atopobium_rimae_ATCC_49626,Yes (Opportunistic),vmh
Bifidobacteria&nbsp;adolescentis&nbsp;ATCC&nbsp;15703,25,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;adolescentis&nbsp;ATCC&nbsp;15703,,vmh
Bifidobacteria&nbsp;angulatum&nbsp;DSM&nbsp;20098,21,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;angulatum&nbsp;DSM&nbsp;20098,,vmh
Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;BB-12,23,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;BB-12,,vmh
Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;Bi-07,23,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;Bi-07,,vmh
Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;Bl-04&nbsp;ATCC&nbsp;SD5219,35,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;Bl-04&nbsp;ATCC&nbsp;SD5219,,vmh
Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;CNCM&nbsp;I-2494,29,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;CNCM&nbsp;I-2494,,vmh
Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;DSM&nbsp;10140,27,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;DSM&nbsp;10140,,vmh
Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;V9,20,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;animalis&nbsp;lactis&nbsp;V9,,vmh
Bifidobacteria&nbsp;bifidum&nbsp;BGN4,14,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;bifidum&nbsp;BGN4,,vmh
Bifidobacteria&nbsp;bifidum&nbsp;NCIMB&nbsp;41171,21,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;bifidum&nbsp;NCIMB&nbsp;41171,,vmh
Bifidobacteria&nbsp;bifidum&nbsp;PRL2010,17,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;bifidum&nbsp;PRL2010,,vmh
Bifidobacteria&nbsp;boum&nbsp;DSM&nbsp;20432,16,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;boum&nbsp;DSM&nbsp;20432,,vmh
Bifidobacteria&nbsp;breve&nbsp;UCC2003&nbsp;NCIMB8807,25,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;breve&nbsp;UCC2003&nbsp;NCIMB8807,,vmh
Bifidobacteria&nbsp;catenulatum&nbsp;DSM&nbsp;16992,23,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;catenulatum&nbsp;DSM&nbsp;16992,,vmh
Bifidobacteria&nbsp;coryneforme&nbsp;DSM&nbsp;20216,23,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;coryneforme&nbsp;DSM&nbsp;20216,,vmh
Bifidobacteria&nbsp;dentium&nbsp;ATCC&nbsp;27678,20,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;dentium&nbsp;ATCC&nbsp;27678,,vmh
Bifidobacteria&nbsp;gallicum&nbsp;DSM&nbsp;20093,20,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;gallicum&nbsp;DSM&nbsp;20093,,vmh
Bifidobacteria&nbsp;kashiwanohense&nbsp;DSM&nbsp;21854,26,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;kashiwanohense&nbsp;DSM&nbsp;21854,,vmh
Bifidobacteria&nbsp;longum&nbsp;DJO10A,15,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;DJO10A,,vmh
Bifidobacteria&nbsp;longum&nbsp;E18,12,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;E18,,vmh
Bifidobacteria&nbsp;longum&nbsp;NCC2705,16,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;NCC2705,,vmh
Bifidobacteria&nbsp;longum&nbsp;infantis&nbsp;157F&nbsp;NC,25,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;infantis&nbsp;157F&nbsp;NC,,vmh
Bifidobacteria&nbsp;longum&nbsp;infantis&nbsp;ATCC&nbsp;15697,28,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;infantis&nbsp;ATCC&nbsp;15697,,vmh
Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;ATCC&nbsp;55813,26,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;ATCC&nbsp;55813,,vmh
Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;BBMN68,22,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;BBMN68,,vmh
Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;CCUG&nbsp;52486,26,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;CCUG&nbsp;52486,,vmh
Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;JCM&nbsp;1217,24,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;JCM&nbsp;1217,,vmh
Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;JDM301,22,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;longum&nbsp;longum&nbsp;JDM301,,vmh
Bifidobacteria&nbsp;mongoliense&nbsp;DSM&nbsp;21395,23,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;mongoliense&nbsp;DSM&nbsp;21395,,vmh
Bifidobacteria&nbsp;pseudocatenulatum&nbsp;DSM&nbsp;20438,29,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;pseudocatenulatum&nbsp;DSM&nbsp;20438,,vmh
Bifidobacteria&nbsp;pseudolongum&nbsp;subsp&nbsp;pseudolongum&nbsp;DSM&nbsp;20099,43,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;pseudolongum&nbsp;subsp&nbsp;pseudolongum&nbsp;DSM&nbsp;20099,,vmh
Bifidobacteria&nbsp;ruminantium&nbsp;DSM&nbsp;6489,22,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;ruminantium&nbsp;DSM&nbsp;6489,,vmh
Bifidobacteria&nbsp;scardovii&nbsp;JCM&nbsp;12489,21,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;scardovii&nbsp;JCM&nbsp;12489,,vmh
Bifidobacteria&nbsp;stercoris&nbsp;JCM&nbsp;15918,21,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;stercoris&nbsp;JCM&nbsp;15918,,vmh
Bifidobacteria&nbsp;thermacidophilum&nbsp;subsp&nbsp;thermacidophilum&nbsp;DSM&nbsp;15837,51,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;thermacidophilum&nbsp;subsp&nbsp;thermacidophilum&nbsp;DSM&nbsp;15837,,vmh
Bifidobacteria&nbsp;thermophilum&nbsp;RBL67,20,162,-,-,-,-,-,https://www.vmh.life/#microbe/Bifidobacteria&nbsp;thermophilum&nbsp;RBL67,,vmh
Bartonella&nbsp;quintana&nbsp;Toulouse,317,186,606,235,115,118,23.7198,https://www.vmh.life/#microbe/Bartonella_quintana_Toulouse,Yes,vmh
Brevibacterium&nbsp;casei&nbsp;S18,240,128,338,152,35,46,85.8183,https://www.vmh.life/#microbe/Brevibacterium_casei_S18,Yes,vmh
Brevibacterium&nbsp;linens&nbsp;BL2,268,177,314,164,80,98,43.4011,https://www.vmh.life/#microbe/Brevibacterium_linens_BL2 ,Yes (Opportunistic),vmh
Campylobacter&nbsp;coli&nbsp;JV20,130,96,475,190,73,64,52.3307,https://www.vmh.life/#microbe/Campylobacter_coli_JV20,Yes,vmh
Campylobacter&nbsp;concisus&nbsp;13826,294,225,934,233,49,119,17.5567,https://www.vmh.life/#microbe/Campylobacter_concisus_13826,Yes,vmh
Campylobacter&nbsp;curvus&nbsp;525&nbsp;92,319,235,243,252,73,7,16.6985,https://www.vmh.life/#microbe/Campylobacter_curvus_525_92,Yes,vmh
Campylobacter&nbsp;hominis&nbsp;ATCC&nbsp;BAA&nbsp;381,356,216,341,273,45,32,15.3199,https://www.vmh.life/#microbe/Campylobacter_hominis_ATCC_BAA_381,Yes,vmh
Campylobacter&nbsp;jejuni&nbsp;jejuni&nbsp;81&nbsp;176,310,250,405,237,105,62,53.1897, https://www.vmh.life/#microbe/Campylobacter_jejuni_jejuni_81_176,Yes,vmh
Campylobacter&nbsp;jejuni&nbsp;jejuni&nbsp;ICDCCJ07004,305,239,433,225,107,64,50.671, https://www.vmh.life/#microbe/Campylobacter_jejuni_jejuni_ICDCCJ07004,Yes,vmh
Campylobacter&nbsp;jejuni&nbsp;jejuni&nbsp;M1,295,260,399,229,93,106,53.2521,https://www.vmh.life/#microbe/Campylobacter_jejuni_jejuni_M1,Yes,vmh
Campylobacter&nbsp;jejuni&nbsp;jejuni&nbsp;NCTC&nbsp;11168,298,254,406,230,106,63,53.2404,https://www.vmh.life/#microbe/Campylobacter_jejuni_jejuni_NCTC_11168,Yes,vmh
Campylobacter&nbsp;upsaliensis&nbsp;JV21,140,119,323,191,95,105,35.9942,https://www.vmh.life/#microbe/Campylobacter_upsaliensis_JV21,Yes,vmh
Capnocytophaga&nbsp;ochracea&nbsp;DSM&nbsp;7271,252,155,375,168,41,67,95.5201,https://www.vmh.life/#microbe/Capnocytophaga_ochracea_DSM_7271,Yes (Opportunistic),vmh
Capnocytophaga&nbsp;sputigena&nbsp;ATCC&nbsp;33612,246,178,299,166,39,43,103.8389,https://www.vmh.life/#microbe/Capnocytophaga_sputigena_ATCC_33612,Yes,vmh
Citrobacter&nbsp;koseri&nbsp;ATCC&nbsp;BAA&nbsp;895,240,211,288,199,103,32,159.9139,https://www.vmh.life/#microbe/Citrobacter_koseri_ATCC_BAA_895,Yes (Opportunistic),vmh
Citrobacter&nbsp;sp&nbsp;30&nbsp;2,69,67,424,147,35,53,129.503,https://www.vmh.life/#microbe/Citrobacter_sp_30_2,Yes (Opportunistic),vmh
Citrobacter&nbsp;youngae&nbsp;ATCC&nbsp;29220,70,67,425,145,33,54,129.4812, https://www.vmh.life/#microbe/Citrobacter_youngae_ATCC_29220,Yes (Opportunistic),vmh
Clostridium&nbsp;clostridioforme&nbsp;CM201,238,79,242,149,47,27,78.4064,https://www.vmh.life/#microbe/Clostridium_clostridioforme_CM201,Yes (Opportunistic),vmh
Clostridium&nbsp;difficile&nbsp;CD196,234,206,412,167,68,28,151.0494,https://www.vmh.life/#microbe/Clostridium_difficile_CD196,Yes (Opportunistic),vmh
Clostridium&nbsp;difficile&nbsp;NAP07,74,157,241,151,35,47,128.0073,https://www.vmh.life/#microbe/Clostridium_difficile_NAP07,Yes (Opportunistic),vmh
Clostridium&nbsp;difficile&nbsp;NAP08,74,148,235,143,34,44,127.9647,https://www.vmh.life/#microbe/Clostridium_difficile_NAP08,Yes (Opportunistic),vmh
Clostridium&nbsp;difficile&nbsp;R20291,239,184,420,170,62,23,147.6244,https://www.vmh.life/#microbe/Clostridium_difficile_R20291,Yes (Opportunistic),vmh
Clostridium&nbsp;innocuum&nbsp;2959,231,78,537,148,47,13,90.3634,https://www.vmh.life/#microbe/Clostridium_innocuum_2959,Yes,vmh
Clostridium&nbsp;perfringens&nbsp;ATCC&nbsp;13124,221,290,347,171,48,29,94.5217, https://www.vmh.life/#microbe/Clostridium_perfringens_ATCC_13124,Yes,vmh
Corynebacterium&nbsp;amycolatum&nbsp;SK46,223,214,367,161,35,35,98.386,https://www.vmh.life/#microbe/Corynebacterium_amycolatum_SK46,Yes (Opportunistic),vmh
Corynebacterium&nbsp;kroppenstedtii&nbsp;DSM&nbsp;44385,216,208,411,151,33,15,106.0485,https://www.vmh.life/#microbe/Corynebacterium_kroppenstedtii_DSM_44385,Yes,vmh
Escherichia&nbsp;coli&nbsp;042,287,283,1204,210,73,169,0.9825,http://bigg.ucsd.edu/models/iEC042_1314,Yes,bigg
Escherichia&nbsp;coli&nbsp;536,287,271,1166,212,70,167,0.9825,http://bigg.ucsd.edu/models/iECP_1309,Yes,bigg
Escherichia&nbsp;coli&nbsp;55989,287,284,1179,210,73,167,0.9825,http://bigg.ucsd.edu/models/iEC55989_1330,Yes,bigg
Escherichia&nbsp;coli&nbsp;ABU&nbsp;83972,287,284,1179,210,73,167,0.9825,http://bigg.ucsd.edu/models/iEC55989_1330,Yes,bigg
Escherichia&nbsp;coli&nbsp;CFT073,282,303,1262,207,70,162,1.0319,http://bigg.ucsd.edu/models/ic_1306,Yes,bigg
Escherichia&nbsp;coli&nbsp;ETEC&nbsp;H10407,287,283,1210,210,72,175,0.9825,http://bigg.ucsd.edu/models/iETEC_1333,Yes,bigg
Escherichia&nbsp;coli&nbsp;IHE3034,287,272,1165,212,70,167,0.9825,http://bigg.ucsd.edu/models/iECOK1_1307,Yes,bigg
Escherichia&nbsp;coli&nbsp;LF82,287,283,1181,212,70,153,0.9825,http://bigg.ucsd.edu/models/iLF82_1304,Yes,bigg
Escherichia&nbsp;coli&nbsp;NA114,287,283,1186,210,69,153,0.9825,http://bigg.ucsd.edu/models/iECNA114_1301,Yes,bigg
Escherichia&nbsp;coli&nbsp;O103&nbsp;H2&nbsp;str&nbsp;12009,288,282,1181,210,73,171,0.9825,http://bigg.ucsd.edu/models/iECO103_1326,Yes,bigg
Escherichia&nbsp;coli&nbsp;O111&nbsp;H&nbsp;str&nbsp;11128,287,283,1181,210,69,173,0.9825,http://bigg.ucsd.edu/models/iECO111_1330,Yes,bigg
Escherichia&nbsp;coli&nbsp;O127H6&nbsp;str&nbsp;E234869,287,289,1142,212,71,128,0.9825,http://bigg.ucsd.edu/models/iE2348C_1286,Yes,bigg
Escherichia&nbsp;coli&nbsp;O139&nbsp;H28&nbsp;str&nbsp;E24377A,287,275,1219,210,72,167,0.9825,http://bigg.ucsd.edu/models/iEcE24377_1341,Yes,bigg
Escherichia&nbsp;coli&nbsp;O157&nbsp;H7&nbsp;str&nbsp;EC4115,287,289,1154,210,74,130,0.9825,http://bigg.ucsd.edu/models/iECH74115_1262,Yes,bigg
Escherichia&nbsp;coli&nbsp;O157H7&nbsp;str&nbsp;EDL933,287,283,1203,210,69,172,0.9825,http://bigg.ucsd.edu/models/iZ_1308,Yes,bigg
Escherichia&nbsp;coli&nbsp;O157H7&nbsp;str&nbsp;Sakai,287,283,1203,210,69,172,0.9825,http://bigg.ucsd.edu/models/iECs_1301,Yes,bigg
Escherichia&nbsp;coli&nbsp;O157H7&nbsp;str&nbsp;TW14359,287,283,1207,210,69,173,0.9825,http://bigg.ucsd.edu/models/iECSP_1301,Yes,bigg
Escherichia&nbsp;coli&nbsp;O26&nbsp;H11&nbsp;str&nbsp;11368,287,283,1181,210,73,169,0.9825,http://bigg.ucsd.edu/models/iECO26_1355,Yes,bigg
Escherichia&nbsp;coli&nbsp;O55H7&nbsp;str&nbsp;CB9615,287,283,1210,210,75,167,0.9825,http://bigg.ucsd.edu/models/iG2583_1286,Yes,bigg
Escherichia&nbsp;coli&nbsp;O83H1&nbsp;str&nbsp;NRG&nbsp;857C,287,283,1181,212,70,153,0.9825,http://bigg.ucsd.edu/models/iNRG857_1313,Yes,bigg
Escherichia&nbsp;coli&nbsp;S88,287,272,1174,212,69,167,0.9825,http://bigg.ucsd.edu/models/iECS88_1305,Yes,bigg
Escherichia&nbsp;coli&nbsp;SE11,287,283,1184,210,72,167,0.9825,http://bigg.ucsd.edu/models/iECSE_1348,Yes,bigg
Escherichia&nbsp;coli&nbsp;UM146,287,271,1166,211,71,167,0.9825,http://bigg.ucsd.edu/models/iUMN146_1321,Yes,bigg
Escherichia&nbsp;coli&nbsp;UMN026,289,275,1239,208,71,167,0.9825,http://bigg.ucsd.edu/models/iECUMN_1333,Yes,bigg
Escherichia&nbsp;coli&nbsp;UTI89,287,283,1197,212,70,165,0.9825,http://bigg.ucsd.edu/models/iUTI89_1310,Yes,bigg
Haemophilus&nbsp;influenzae&nbsp;R2846,266,115,257,211,52,48,104.673,https://vmh.life/#microbe/Haemophilus_influenzae_R2846,Yes,vmh
Klebsiella&nbsp;pneumoniae&nbsp;subsp&nbsp;pneumoniae&nbsp;MGH&nbsp;78578,203,152,474,119,70,165,1.0426,http://bigg.ucsd.edu/models/iYL1228,Yes,bigg
M&nbsp;tuberculosis&nbsp;H37Rv,314,83,212,188,49,333,0.0525,http://bigg.ucsd.edu/models/iNJ661,Yes,bigg
Salmonella&nbsp;enterica&nbsp;subsp&nbsp;serovar&nbsp;Typhimurium,344,188,592,202,87,175,0.4778,http://bigg.ucsd.edu/models/STM_v1_0,Yes,bigg
Shigella&nbsp;boydii&nbsp;Sb227,273,406,2898,194,79,739,0.3999,http://bigg.ucsd.edu/models/iSBO_1134,Yes,bigg
Shigella&nbsp;dysenteriae&nbsp;Sd197,282,276,1205,204,64,262,0.9379,http://bigg.ucsd.edu/models/iSDY_1059,Yes,bigg
Shigella&nbsp;flexneri&nbsp;2002017,285,293,1215,202,76,129,0.8941,http://bigg.ucsd.edu/models/iSFxv_1172,Yes,bigg
Shigella&nbsp;flexneri&nbsp;2a&nbsp;str&nbsp;2457T,283,305,1207,205,73,156,0.8571,http://bigg.ucsd.edu/models/iS_1188,Yes,bigg
Shigella&nbsp;flexneri&nbsp;2a&nbsp;str&nbsp;301,281,310,1197,206,71,220,0.9146,http://bigg.ucsd.edu/models/iSF_1195,Yes,bigg
Shigella&nbsp;flexneri&nbsp;5&nbsp;str&nbsp;8401,294,290,1201,212,76,241,0.8939,http://bigg.ucsd.edu/models/iSFV_1184,Yes,bigg
Shigella&nbsp;sonnei&nbsp;Ss046,282,280,1193,200,79,118,0.9826,http://bigg.ucsd.edu/models/iSSON_1240,Yes,bigg
Staphylococcus&nbsp;aureus&nbsp;subsp&nbsp;aureus&nbsp;N315,244,135,318,168,69,170,0.1581,http://bigg.ucsd.edu/models/iSB619,Yes,bigg
